link,name
https://www.goodreads.com//book/show/117833.The_Master_and_Margarita,The Master and Margarita 
https://www.goodreads.com//book/show/31138556-homo-deus,Homo Deus: A History of Tomorrow 
https://www.goodreads.com//book/show/25574782-pretty-girls,Pretty Girls 
https://www.goodreads.com//book/show/13526165-where-d-you-go-bernadette,"Where'd You Go, Bernadette "
https://www.goodreads.com//book/show/54120408-klara-and-the-sun,Klara and the Sun 
https://www.goodreads.com//book/show/10357575-1q84,1Q84 
https://www.goodreads.com//book/show/2493.The_Time_Machine,The Time Machine 
https://www.goodreads.com//book/show/44279110-my-year-of-rest-and-relaxation,My Year of Rest and Relaxation 
https://www.goodreads.com//book/show/21413662-what-if-serious-scientific-answers-to-absurd-hypothetical-questions,What If? Serious Scientific Answers to Absurd Hypothetical Questions 
https://www.goodreads.com//book/show/338798.Ulysses,Ulysses 
https://www.goodreads.com//book/show/19547856-simon-vs-the-homo-sapiens-agenda,Simon vs. the Homo Sapiens Agenda 
https://www.goodreads.com//book/show/45300567-the-maidens,The Maidens 
https://www.goodreads.com//book/show/59571699-love-on-the-brain,Love on the Brain 
https://www.goodreads.com//book/show/25489134-the-bear-and-the-nightingale,The Bear and the Nightingale 
https://www.goodreads.com//book/show/35606560-the-sun-and-her-flowers,The Sun and Her Flowers 
https://www.goodreads.com//book/show/222078.The_Story_of_Art,The Story of Art 
https://www.goodreads.com//book/show/36124936-the-outsider,The Outsider 
https://www.goodreads.com//book/show/29579.Foundation,Foundation 
https://www.goodreads.com//book/show/52843028-the-mysterious-affair-at-styles,The Mysterious Affair at Styles 
https://www.goodreads.com//book/show/89717.The_Haunting_of_Hill_House,The Haunting of Hill House 
https://www.goodreads.com//book/show/227443.Bridget_Jones_s_Diary,Bridget Jones's Diary 
https://www.goodreads.com//book/show/1420.Hamlet,Hamlet 
https://www.goodreads.com//book/show/63697.The_Man_Who_Mistook_His_Wife_for_a_Hat_and_Other_Clinical_Tales,The Man Who Mistook His Wife for a Hat and Other Clinical Tales 
https://www.goodreads.com//book/show/24920901-the-deal,The Deal 
https://www.goodreads.com//book/show/27189194-one-true-loves,One True Loves 
https://www.goodreads.com//book/show/49628.Cloud_Atlas,Cloud Atlas 
https://www.goodreads.com//book/show/88061.Dreams_from_My_Father,Dreams from My Father: A Story of Race and Inheritance 
https://www.goodreads.com//book/show/34324605-confess,Confess 
https://www.goodreads.com//book/show/11735983-insurgent,Insurgent 
https://www.goodreads.com//book/show/13497818-the-casual-vacancy,The Casual Vacancy 
https://www.goodreads.com//book/show/34499221-to-kill-a-kingdom,To Kill a Kingdom 
https://www.goodreads.com//book/show/13158800-the-light-between-oceans,The Light Between Oceans 
https://www.goodreads.com//book/show/32768522-carry-on,Carry On 
https://www.goodreads.com//book/show/37903770-norse-mythology,Norse Mythology 
https://www.goodreads.com//book/show/28676.American_Psycho,American Psycho 
https://www.goodreads.com//book/show/32187419-conversations-with-friends,Conversations with Friends 
https://www.goodreads.com//book/show/49750.An_Abundance_of_Katherines,An Abundance of Katherines 
https://www.goodreads.com//book/show/10917.My_Sister_s_Keeper,My Sister's Keeper 
https://www.goodreads.com//book/show/35796008-dance-of-thieves,Dance of Thieves 
https://www.goodreads.com//book/show/231804.The_Outsiders,The Outsiders 
https://www.goodreads.com//book/show/8908.World_War_Z,World War Z: An Oral History of the Zombie War 
https://www.goodreads.com//book/show/50202953-piranesi,Piranesi 
https://www.goodreads.com//book/show/51007311-heart-bones,Heart Bones 
https://www.goodreads.com//book/show/44421460-before-the-coffee-gets-cold,Before the Coffee Gets Cold 
https://www.goodreads.com//book/show/33.The_Lord_of_the_Rings,The Lord of the Rings 
https://www.goodreads.com//book/show/18584855-heartless,Heartless 
https://www.goodreads.com//book/show/22318578-the-life-changing-magic-of-tidying-up,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing 
https://www.goodreads.com//book/show/14942.Mrs_Dalloway,Mrs. Dalloway 
https://www.goodreads.com//book/show/4588.Extremely_Loud_Incredibly_Close,Extremely Loud & Incredibly Close 
https://www.goodreads.com//book/show/36478784-the-flatshare,The Flatshare 
https://www.goodreads.com//book/show/19543.Where_the_Wild_Things_Are,Where the Wild Things Are 
https://www.goodreads.com//book/show/10883.Benjamin_Franklin,Benjamin Franklin: An American Life 
https://www.goodreads.com//book/show/24817626-go-set-a-watchman,Go Set a Watchman 
https://www.goodreads.com//book/show/28954189-scythe,Scythe 
https://www.goodreads.com//book/show/59364173-i-m-glad-my-mom-died,I'm Glad My Mom Died 
https://www.goodreads.com//book/show/3876.The_Sun_Also_Rises,The Sun Also Rises 
https://www.goodreads.com//book/show/18710190-allegiant,Allegiant 
https://www.goodreads.com//book/show/39988.Matilda,Matilda 
https://www.goodreads.com//book/show/119073.The_Name_of_the_Rose,The Name of the Rose 
https://www.goodreads.com//book/show/41081373-girl-woman-other,"Girl, Woman, Other "
https://www.goodreads.com//book/show/3431.The_Five_People_You_Meet_in_Heaven,The Five People You Meet in Heaven 
https://www.goodreads.com//book/show/58014893-every-summer-after,Every Summer After 
https://www.goodreads.com//book/show/25614492-salt-to-the-sea,Salt to the Sea 
https://www.goodreads.com//book/show/33590210-an-american-marriage,An American Marriage 
https://www.goodreads.com//book/show/9736930-before-i-go-to-sleep,Before I Go to Sleep 
https://www.goodreads.com//book/show/16130.Alexander_Hamilton,Alexander Hamilton 
https://www.goodreads.com//book/show/6644117-the-iron-king,The Iron King 
https://www.goodreads.com//book/show/41021967-punk-57,Punk 57 
https://www.goodreads.com//book/show/106835.The_Intelligent_Investor,The Intelligent Investor 
https://www.goodreads.com//book/show/248704.It_s_Kind_of_a_Funny_Story,It's Kind of a Funny Story 
https://www.goodreads.com//book/show/767171.The_Rise_and_Fall_of_the_Third_Reich,The Rise and Fall of the Third Reich: A History of Nazi Germany 
https://www.goodreads.com//book/show/343.Perfume,Perfume: The Story of a Murderer 
https://www.goodreads.com//book/show/10956.The_Virgin_Suicides,The Virgin Suicides 
https://www.goodreads.com//book/show/7824322-between-shades-of-gray,Between Shades of Gray 
https://www.goodreads.com//book/show/25893693-lilac-girls,Lilac Girls 
https://www.goodreads.com//book/show/50659472-a-court-of-wings-and-ruin,A Court of Wings and Ruin 
https://www.goodreads.com//book/show/36430011-you,You 
https://www.goodreads.com//book/show/40604658-jurassic-park,Jurassic Park 
https://www.goodreads.com//book/show/24213.Alice_s_Adventures_in_Wonderland_Through_the_Looking_Glass,Alice's Adventures in Wonderland / Through the Looking-Glass 
https://www.goodreads.com//book/show/61215384-the-return-of-the-king,The Return of the King 
https://www.goodreads.com//book/show/6759.Infinite_Jest,Infinite Jest 
https://www.goodreads.com//book/show/6596.The_Four_Agreements,The Four Agreements 
https://www.goodreads.com//book/show/3777732-city-of-glass,City of Glass 
https://www.goodreads.com//book/show/43925876-the-giver-of-stars,The Giver of Stars 
https://www.goodreads.com//book/show/41104077-invisible-women,Invisible Women: Data Bias in a World Designed for Men 
https://www.goodreads.com//book/show/52476830-the-push,The Push 
https://www.goodreads.com//book/show/12391521-the-psychopath-test,The Psychopath Test: A Journey Through the Madness Industry 
https://www.goodreads.com//book/show/16115612-and-the-mountains-echoed,And the Mountains Echoed 
https://www.goodreads.com//book/show/16181775-the-rosie-project,The Rosie Project 
https://www.goodreads.com//book/show/28862.The_Prince,The Prince 
https://www.goodreads.com//book/show/36307634-king-of-scars,King of Scars 
https://www.goodreads.com//book/show/17690.The_Trial,The Trial 
https://www.goodreads.com//book/show/56783258-cloud-cuckoo-land,Cloud Cuckoo Land 
https://www.goodreads.com//book/show/2199.Team_of_Rivals,Team of Rivals: The Political Genius of Abraham Lincoln 
https://www.goodreads.com//book/show/5805.V_for_Vendetta,V for Vendetta 
https://www.goodreads.com//book/show/46170.For_Whom_the_Bell_Tolls,For Whom the Bell Tolls 
https://www.goodreads.com//book/show/56769575-stiff,Stiff: The Curious Lives of Human Cadavers 
https://www.goodreads.com//book/show/2784.Ways_of_Seeing,Ways of Seeing 
https://www.goodreads.com//book/show/13099738-steal-like-an-artist,Steal Like an Artist: 10 Things Nobody Told You About Being Creative 
https://www.goodreads.com//book/show/43204703-a-curse-so-dark-and-lonely,A Curse So Dark and Lonely 
https://www.goodreads.com//book/show/18254.Oliver_Twist,Oliver Twist 
https://www.goodreads.com//book/show/15863832-angelfall,Angelfall 
https://www.goodreads.com//book/show/10664113-a-dance-with-dragons,A Dance with Dragons 
https://www.goodreads.com//book/show/4268157-perfect-chemistry,Perfect Chemistry 
https://www.goodreads.com//book/show/50548197-a-deadly-education,A Deadly Education 
https://www.goodreads.com//book/show/8130077-the-screwtape-letters,The Screwtape Letters 
https://www.goodreads.com//book/show/7968243-cleopatra,Cleopatra: A Life 
https://www.goodreads.com//book/show/18798983-the-wrath-and-the-dawn,The Wrath and the Dawn 
https://www.goodreads.com//book/show/627206.The_New_Drawing_on_the_Right_Side_of_the_Brain,The New Drawing on the Right Side of the Brain 
https://www.goodreads.com//book/show/43615.The_Gunslinger,The Gunslinger 
https://www.goodreads.com//book/show/1582996.City_of_Ashes,City of Ashes 
https://www.goodreads.com//book/show/15997.Paradise_Lost,Paradise Lost 
https://www.goodreads.com//book/show/89724.We_Have_Always_Lived_in_the_Castle,We Have Always Lived in the Castle 
https://www.goodreads.com//book/show/42135029-city-of-girls,City of Girls 
https://www.goodreads.com//book/show/135479.Cat_s_Cradle,Cat's Cradle 
https://www.goodreads.com//book/show/40495957-heartstopper,Heartstopper: Volume One 
https://www.goodreads.com//book/show/34890015-factfulness,Factfulness: Ten Reasons We're Wrong About the World – and Why Things Are Better Than You Think 
https://www.goodreads.com//book/show/20448515-bared-to-you,Bared to You 
https://www.goodreads.com//book/show/341879.Just_Kids,Just Kids 
https://www.goodreads.com//book/show/14743.The_God_Delusion,The God Delusion 
https://www.goodreads.com//book/show/15818107-orphan-train,Orphan Train 
https://www.goodreads.com//book/show/36492488-we-hunt-the-flame,We Hunt the Flame 
https://www.goodreads.com//book/show/22738563-we-should-all-be-feminists,We Should All Be Feminists 
https://www.goodreads.com//book/show/55994372-the-paper-palace,The Paper Palace 
https://www.goodreads.com//book/show/6567017-will-grayson-will-grayson,"Will Grayson, Will Grayson "
https://www.goodreads.com//book/show/51152447-caste,Caste: The Origins of Our Discontents 
https://www.goodreads.com//book/show/12505.The_Idiot,The Idiot 
https://www.goodreads.com//book/show/76620.Watership_Down,Watership Down 
https://www.goodreads.com//book/show/28921.The_Remains_of_the_Day,The Remains of the Day 
https://www.goodreads.com//book/show/6294.Howl_s_Moving_Castle,Howl’s Moving Castle 
https://www.goodreads.com//book/show/6088007-neuromancer,Neuromancer 
https://www.goodreads.com//book/show/40792344-mere-christianity,Mere Christianity 
https://www.goodreads.com//book/show/5139.The_Devil_Wears_Prada,The Devil Wears Prada 
https://www.goodreads.com//book/show/61535.The_Selfish_Gene,The Selfish Gene 
https://www.goodreads.com//book/show/37442.Wicked,Wicked: The Life and Times of the Wicked Witch of the West 
https://www.goodreads.com//book/show/68783.Girl_Interrupted,"Girl, Interrupted "
https://www.goodreads.com//book/show/42201395-sorcery-of-thorns,Sorcery of Thorns 
https://www.goodreads.com//book/show/37415.Their_Eyes_Were_Watching_God,Their Eyes Were Watching God 
https://www.goodreads.com//book/show/43822820-the-family-upstairs,The Family Upstairs 
https://www.goodreads.com//book/show/42899.Dark_Lover,Dark Lover 
https://www.goodreads.com//book/show/43798285-the-institute,The Institute 
https://www.goodreads.com//book/show/35702241-the-shadows-between-us,The Shadows Between Us 
https://www.goodreads.com//book/show/40440.The_Thirteenth_Tale,The Thirteenth Tale 
https://www.goodreads.com//book/show/2175.Madame_Bovary,Madame Bovary 
https://www.goodreads.com//book/show/11408650-the-unbecoming-of-mara-dyer,The Unbecoming of Mara Dyer 
https://www.goodreads.com//book/show/18521.A_Room_of_One_s_Own,A Room of One's Own 
https://www.goodreads.com//book/show/15843166-you-are-a-badass,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life 
https://www.goodreads.com//book/show/389627.Diary_of_a_Wimpy_Kid,Diary of a Wimpy Kid 
https://www.goodreads.com//book/show/10569.On_Writing,On Writing: A Memoir of the Craft 
https://www.goodreads.com//book/show/32191710-astrophysics-for-people-in-a-hurry,Astrophysics for People in a Hurry 
https://www.goodreads.com//book/show/25494343-lady-midnight,Lady Midnight 
https://www.goodreads.com//book/show/7736182-the-lost-hero,The Lost Hero 
https://www.goodreads.com//book/show/50398.Northanger_Abbey,Northanger Abbey 
https://www.goodreads.com//book/show/59716.To_the_Lighthouse,To the Lighthouse 
https://www.goodreads.com//book/show/77197.Assassin_s_Apprentice,Assassin's Apprentice 
https://www.goodreads.com//book/show/50196744-know-my-name,Know My Name 
https://www.goodreads.com//book/show/5060378-the-girl-who-played-with-fire,The Girl Who Played with Fire 
https://www.goodreads.com//book/show/43521657-the-ten-thousand-doors-of-january,The Ten Thousand Doors of January 
https://www.goodreads.com//book/show/20518872-the-three-body-problem,The Three-Body Problem 
https://www.goodreads.com//book/show/11925514-code-name-verity,Code Name Verity 
https://www.goodreads.com//book/show/28449207-strange-the-dreamer,Strange the Dreamer 
https://www.goodreads.com//book/show/50892338-legendborn,Legendborn 
https://www.goodreads.com//book/show/52346471-firekeeper-s-daughter,Firekeeper's Daughter 
https://www.goodreads.com//book/show/17235026-the-girl-with-all-the-gifts,The Girl with All the Gifts 
https://www.goodreads.com//book/show/472331.Watchmen,Watchmen 
https://www.goodreads.com//book/show/24453082-big-magic,Big Magic: Creative Living Beyond Fear 
https://www.goodreads.com//book/show/1303.The_48_Laws_of_Power,The 48 Laws of Power 
https://www.goodreads.com//book/show/10576365-the-darkest-minds,The Darkest Minds 
https://www.goodreads.com//book/show/23807.The_Silence_of_the_Lambs,The Silence of the Lambs  
https://www.goodreads.com//book/show/34189556-the-wife-between-us,The Wife Between Us 
https://www.goodreads.com//book/show/53205888-under-the-whispering-door,Under the Whispering Door 
https://www.goodreads.com//book/show/7815.The_Year_of_Magical_Thinking,The Year of Magical Thinking 
https://www.goodreads.com//book/show/57945316-babel,Babel: An Arcane History 
https://www.goodreads.com//book/show/42156.Something_Borrowed,Something Borrowed 
https://www.goodreads.com//book/show/4900.Heart_of_Darkness,Heart of Darkness 
https://www.goodreads.com//book/show/57693172-a-flicker-in-the-dark,A Flicker in the Dark 
https://www.goodreads.com//book/show/26247008-truly-madly-guilty,Truly Madly Guilty 
https://www.goodreads.com//book/show/25480342-a-monster-calls,A Monster Calls 
https://www.goodreads.com//book/show/10025305-clockwork-prince,Clockwork Prince 
https://www.goodreads.com//book/show/16085481-crazy-rich-asians,Crazy Rich Asians 
https://www.goodreads.com//book/show/23878688-the-5-love-languages,The 5 Love Languages: The Secret to Love that Lasts 
https://www.goodreads.com//book/show/5326.A_Christmas_Carol,A Christmas Carol 
https://www.goodreads.com//book/show/764347.Unwind,Unwind 
https://www.goodreads.com//book/show/13588356-daring-greatly,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead "
https://www.goodreads.com//book/show/30257963-12-rules-for-life,12 Rules for Life: An Antidote to Chaos 
https://www.goodreads.com//book/show/58438593-the-soulmate-equation,The Soulmate Equation 
https://www.goodreads.com//book/show/27161156-hillbilly-elegy,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis 
https://www.goodreads.com//book/show/18335634-clockwork-princess,Clockwork Princess 
https://www.goodreads.com//book/show/9777.The_God_of_Small_Things,The God of Small Things 
https://www.goodreads.com//book/show/6656.The_Divine_Comedy,The Divine Comedy 
https://www.goodreads.com//book/show/30289.The_Republic,The Republic 
https://www.goodreads.com//book/show/7015403-the-gifts-of-imperfection,The Gifts of Imperfection 
https://www.goodreads.com//book/show/32487617-beneath-a-scarlet-sky,Beneath a Scarlet Sky 
https://www.goodreads.com//book/show/38255337-one-day-in-december,One Day in December 
https://www.goodreads.com//book/show/29589074-truly-devious,Truly Devious 
https://www.goodreads.com//book/show/38819868-my-sister-the-serial-killer,"My Sister, the Serial Killer "
https://www.goodreads.com//book/show/42080142-the-turn-of-the-key,The Turn of the Key 
https://www.goodreads.com//book/show/355697.All_Quiet_on_the_Western_Front,All Quiet on the Western Front 
https://www.goodreads.com//book/show/12578077-obsidian,Obsidian 
https://www.goodreads.com//book/show/42201996-ask-again-yes,"Ask Again, Yes "
https://www.goodreads.com//book/show/26114135-all-the-ugly-and-wonderful-things,All the Ugly and Wonderful Things 
https://www.goodreads.com//book/show/13497.A_Feast_for_Crows,A Feast for Crows 
https://www.goodreads.com//book/show/28421168-renegades,Renegades 
https://www.goodreads.com//book/show/55829194-the-final-girl-support-group,The Final Girl Support Group 
https://www.goodreads.com//book/show/27220736-shoe-dog,Shoe Dog: A Memoir by the Creator of Nike 
https://www.goodreads.com//book/show/17802724-the-husband-s-secret,The Husband's Secret 
https://www.goodreads.com//book/show/40940121-bridge-to-terabithia,Bridge to Terabithia 
https://www.goodreads.com//book/show/32718027-the-city-of-brass,The City of Brass 
https://www.goodreads.com//book/show/18081809-landline,Landline 
https://www.goodreads.com//book/show/52529.The_Secret,The Secret 
https://www.goodreads.com//book/show/11275.The_Wind_Up_Bird_Chronicle,The Wind-Up Bird Chronicle 
https://www.goodreads.com//book/show/48727813-she-who-became-the-sun,She Who Became the Sun 
https://www.goodreads.com//book/show/26032912-the-queen-of-nothing,The Queen of Nothing 
https://www.goodreads.com//book/show/22034.The_Godfather,The Godfather 
https://www.goodreads.com//book/show/8909152-attachments,Attachments 
https://www.goodreads.com//book/show/8852.Macbeth,Macbeth 
https://www.goodreads.com//book/show/14201.Jonathan_Strange_Mr_Norrell,Jonathan Strange & Mr Norrell 
https://www.goodreads.com//book/show/53137893-the-wife-upstairs,The Wife Upstairs 
https://www.goodreads.com//book/show/35068432-i-ll-be-gone-in-the-dark,I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer 
https://www.goodreads.com//book/show/42046112-recursion,Recursion 
https://www.goodreads.com//book/show/46000520-the-thursday-murder-club,The Thursday Murder Club 
https://www.goodreads.com//book/show/10572.A_Clash_of_Kings,A Clash of Kings  
https://www.goodreads.com//book/show/33643994-daughter-of-the-pirate-king,Daughter of the Pirate King 
https://www.goodreads.com//book/show/34684622-leonardo-da-vinci,Leonardo da Vinci 
https://www.goodreads.com//book/show/42270835-the-nickel-boys,The Nickel Boys 
https://www.goodreads.com//book/show/4894.Who_Moved_My_Cheese_,Who Moved My Cheese? 
https://www.goodreads.com//book/show/8755776-city-of-lost-souls,City of Lost Souls 
https://www.goodreads.com//book/show/10414941-catherine-the-great,Catherine the Great: Portrait of a Woman 
https://www.goodreads.com//book/show/43884209-get-a-life-chloe-brown,"Get a Life, Chloe Brown "
https://www.goodreads.com//book/show/8755785-city-of-heavenly-fire,City of Heavenly Fire 
https://www.goodreads.com//book/show/39280445-nine-perfect-strangers,Nine Perfect Strangers 
https://www.goodreads.com//book/show/40180098-the-overstory,The Overstory 
https://www.goodreads.com//book/show/56269064-rock-paper-scissors,Rock Paper Scissors 
https://www.goodreads.com//book/show/43763.Interview_with_the_Vampire,Interview with the Vampire 
https://www.goodreads.com//book/show/57789637-daughter-of-the-moon-goddess,Daughter of the Moon Goddess 
https://www.goodreads.com//book/show/5526.Dear_John,Dear John 
https://www.goodreads.com//book/show/15790842-life-after-life,Life After Life 
https://www.goodreads.com//book/show/34268.Peter_Pan,Peter Pan 
https://www.goodreads.com//book/show/19089.Middlemarch,Middlemarch 
https://www.goodreads.com//book/show/43890641-hamnet,Hamnet 
https://www.goodreads.com//book/show/7190.The_Three_Musketeers,The Three Musketeers 
https://www.goodreads.com//book/show/6732019-rework,Rework 
https://www.goodreads.com//book/show/18775247-mr-mercedes,Mr. Mercedes 
https://www.goodreads.com//book/show/30333938-slammed,Slammed 
https://www.goodreads.com//book/show/41804.I_Robot,"I, Robot "
https://www.goodreads.com//book/show/6400090-the-last-song,The Last Song 
https://www.goodreads.com//book/show/33724.Can_You_Keep_a_Secret_,Can You Keep a Secret? 
https://www.goodreads.com//book/show/30288282-the-immortalists,The Immortalists 
https://www.goodreads.com//book/show/30075802-the-princess-saves-herself-in-this-one,The Princess Saves Herself in This One 
https://www.goodreads.com//book/show/17212231-inferno,Inferno 
https://www.goodreads.com//book/show/16071764-lean-in,"Lean In: Women, Work, and the Will to Lead "
https://www.goodreads.com//book/show/18079776-the-invention-of-wings,The Invention of Wings 
https://www.goodreads.com//book/show/33124137-pet-sematary,Pet Sematary 
https://www.goodreads.com//book/show/7763.The_Joy_Luck_Club,The Joy Luck Club 
https://www.goodreads.com//book/show/45032.Mansfield_Park,Mansfield Park 
https://www.goodreads.com//book/show/25744928-deep-work,Deep Work: Rules for Focused Success in a Distracted World 
https://www.goodreads.com//book/show/56143578-apples-never-fall,Apples Never Fall 
https://www.goodreads.com//book/show/42815544-bunny,Bunny 
https://www.goodreads.com//book/show/6792458-the-new-jim-crow,The New Jim Crow: Mass Incarceration in the Age of Colorblindness 
https://www.goodreads.com//book/show/16981.Invisible_Man,Invisible Man 
https://www.goodreads.com//book/show/1633.Getting_Things_Done,Getting Things Done: The Art of Stress-Free Productivity 
https://www.goodreads.com//book/show/34497.The_Color_of_Magic,The Color of Magic 
https://www.goodreads.com//book/show/53375824-lore,Lore 
https://www.goodreads.com//book/show/16902.Walden,Walden 
https://www.goodreads.com//book/show/6892870-the-girl-who-kicked-the-hornet-s-nest,The Girl Who Kicked the Hornet's Nest 
https://www.goodreads.com//book/show/22544764-uprooted,Uprooted 
https://www.goodreads.com//book/show/4989.The_Red_Tent,The Red Tent 
https://www.goodreads.com//book/show/57701764-wish-you-were-here,Wish You Were Here 
https://www.goodreads.com//book/show/55648820-seven-days-in-june,Seven Days in June 
https://www.goodreads.com//book/show/16056408-easy,Easy 
https://www.goodreads.com//book/show/54860614-ariadne,Ariadne 
https://www.goodreads.com//book/show/252577.Angela_s_Ashes,Angela's Ashes 
https://www.goodreads.com//book/show/8171378-the-warmth-of-other-suns,The Warmth of Other Suns: the Epic Story of America's Great Migration 
https://www.goodreads.com//book/show/9328.The_House_of_the_Spirits,The House of the Spirits 
https://www.goodreads.com//book/show/34928122-artemis,Artemis 
https://www.goodreads.com//book/show/236093.The_Wonderful_Wizard_of_Oz,The Wonderful Wizard of Oz 
https://www.goodreads.com//book/show/23604559-my-grandmother-asked-me-to-tell-you-she-s-sorry,My Grandmother Asked Me to Tell You She's Sorry 
https://www.goodreads.com//book/show/10441.The_Memory_Keeper_s_Daughter,The Memory Keeper's Daughter 
https://www.goodreads.com//book/show/32822135-archer-s-voice,Archer's Voice 
https://www.goodreads.com//book/show/53914938-the-rose-code,The Rose Code 
https://www.goodreads.com//book/show/43352954-this-is-how-you-lose-the-time-war,This is How You Lose the Time War 
https://www.goodreads.com//book/show/23395680-illuminae,Illuminae 
https://www.goodreads.com//book/show/1898.Into_Thin_Air,Into Thin Air: A Personal Account of the Mount Everest Disaster 
https://www.goodreads.com//book/show/35167685-surely-you-re-joking-mr-feynman,"""Surely You're Joking, Mr. Feynman!"": Adventures of a Curious Character "
https://www.goodreads.com//book/show/6752378-city-of-fallen-angels,City of Fallen Angels 
https://www.goodreads.com//book/show/23848559-furiously-happy,Furiously Happy: A Funny Book About Horrible Things 
https://www.goodreads.com//book/show/23772.Green_Eggs_and_Ham,Green Eggs and Ham 
https://www.goodreads.com//book/show/12868761-let-s-pretend-this-never-happened,Let's Pretend This Never Happened: A Mostly True Memoir 
https://www.goodreads.com//book/show/55215339-a-touch-of-darkness,A Touch of Darkness 
https://www.goodreads.com//book/show/48570454-transcendent-kingdom,Transcendent Kingdom 
https://www.goodreads.com//book/show/14061955-siege-and-storm,Siege and Storm 
https://www.goodreads.com//book/show/51893.Thus_Spoke_Zarathustra,Thus Spoke Zarathustra 
https://www.goodreads.com//book/show/44074800-the-southern-book-club-s-guide-to-slaying-vampires,The Southern Book Club's Guide to Slaying Vampires 
https://www.goodreads.com//book/show/10799.A_Farewell_to_Arms,A Farewell to Arms 
https://www.goodreads.com//book/show/46041465-everything-i-know-about-love,Everything I Know About Love 
https://www.goodreads.com//book/show/14061957-ruin-and-rising,Ruin and Rising 
https://www.goodreads.com//book/show/40545956-where-the-forest-meets-the-stars,Where the Forest Meets the Stars 
https://www.goodreads.com//book/show/13642.A_Wizard_of_Earthsea,A Wizard of Earthsea 
https://www.goodreads.com//book/show/35036409-my-brilliant-friend,My Brilliant Friend 
https://www.goodreads.com//book/show/22463.The_Origin_of_Species,The Origin of Species 
https://www.goodreads.com//book/show/52761909-the-paris-library,The Paris Library 
https://www.goodreads.com//book/show/1067.1776,1776 
https://www.goodreads.com//book/show/6310.Charlie_and_the_Chocolate_Factory,Charlie and the Chocolate Factory 
https://www.goodreads.com//book/show/41021501-small-great-things,Small Great Things 
https://www.goodreads.com//book/show/6469165-what-alice-forgot,What Alice Forgot 
https://www.goodreads.com//book/show/8909.The_War_of_the_Worlds,The War of the Worlds 
https://www.goodreads.com//book/show/23919.The_Complete_Stories_and_Poems,The Complete Stories and Poems 
https://www.goodreads.com//book/show/36307674-rule-of-wolves,Rule of Wolves 
https://www.goodreads.com//book/show/40727470-stalking-jack-the-ripper,Stalking Jack the Ripper 
https://www.goodreads.com//book/show/1162543.Breaking_Dawn,Breaking Dawn 
https://www.goodreads.com//book/show/15704307-saga-volume-1,"Saga, Volume 1 "
https://www.goodreads.com//book/show/45754981-the-glass-hotel,The Glass Hotel 
https://www.goodreads.com//book/show/11989.The_Plague,The Plague 
https://www.goodreads.com//book/show/242006.Running_with_Scissors,Running with Scissors 
https://www.goodreads.com//book/show/27774596-after-you,After You 
https://www.goodreads.com//book/show/49041.New_Moon,New Moon 
https://www.goodreads.com//book/show/8235178-across-the-universe,Across the Universe 
https://www.goodreads.com//book/show/179780.The_Exorcist,The Exorcist 
https://www.goodreads.com//book/show/29236380-girl-in-pieces,Girl in Pieces 
https://www.goodreads.com//book/show/33590260-kingdom-of-ash,Kingdom of Ash 
https://www.goodreads.com//book/show/8683812-the-paris-wife,The Paris Wife 
https://www.goodreads.com//book/show/25912358-a-thousand-boy-kisses,A Thousand Boy Kisses 
https://www.goodreads.com//book/show/44646576-bird-box,Bird Box 
https://www.goodreads.com//book/show/54737068-local-woman-missing,Local Woman Missing 
https://www.goodreads.com//book/show/40611510-the-last-lecture,The Last Lecture 
https://www.goodreads.com//book/show/480204.The_Phantom_of_the_Opera,The Phantom of the Opera 
https://www.goodreads.com//book/show/6101718-the-magicians,The Magicians 
https://www.goodreads.com//book/show/6320534-under-the-dome,Under the Dome 
https://www.goodreads.com//book/show/40874325-the-shack,The Shack 
https://www.goodreads.com//book/show/3109.The_Omnivore_s_Dilemma,The Omnivore's Dilemma: A Natural History of Four Meals 
https://www.goodreads.com//book/show/58438583-one-italian-summer,One Italian Summer 
https://www.goodreads.com//book/show/49436.Three_Cups_of_Tea,Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time 
https://www.goodreads.com//book/show/4556058-the-last-olympian,The Last Olympian 
https://www.goodreads.com//book/show/32542.A_Time_to_Kill,A Time to Kill 
https://www.goodreads.com//book/show/57926137-black-cake,Black Cake 
https://www.goodreads.com//book/show/20342617-just-mercy,Just Mercy: A Story of Justice and Redemption 
https://www.goodreads.com//book/show/61126612-alone-with-you-in-the-ether,Alone With You in the Ether 
https://www.goodreads.com//book/show/60931.Kindred,Kindred 
https://www.goodreads.com//book/show/9416.Confessions_of_a_Shopaholic,Confessions of a Shopaholic 
https://www.goodreads.com//book/show/30268522-why-not-me,Why Not Me? 
https://www.goodreads.com//book/show/9791.A_Walk_in_the_Woods,A Walk in the Woods: Rediscovering America on the Appalachian Trail 
https://www.goodreads.com//book/show/63221207-brain-on-fire,Brain on Fire: My Month of Madness 
